min_dst, max_dst,rms_XM,rms_YM,rms_ZM,rms_XP,rms_YP,rms_ZP
-inf,-300,54.411300673714734,42.464036681169745,63.513770046829706,168.31864791664003,52.44358784719507,75.00214778292136
-300.0,-250.0,40.9803369992374,37.983754650770464,45.75629509430875,136.5753333388013,41.787362393368376,51.58612870259285
-250.0,-200.0,32.013867262403096,24.880092709875996,31.236527095833978,93.23628707781792,36.28398577167193,38.72561852537732
-200.0,-150.0,26.65945967160989,23.025186474073795,25.194823696658553,73.46915186573229,31.25154475049458,31.481598251789993
-150.0,-100.0,21.62075419950206,21.347990168082877,19.505353324483266,56.51292654687925,24.56571241880171,24.934729261468004
-100.0,-50.0,15.855509327281215,13.617484071077063,12.849752447827017,34.70639867212977,17.855210799366684,16.60092333972361
-50.0,0.0,12.433844977495689,8.400026697777296,8.33990983404311,18.229168823834133,15.167213589042383,10.401951496591778
0.0,50.0,12.766416239881856,8.015040931130562,8.08446321079378,16.20270931892715,15.516659768489678,8.972448916240879
50.0,inf,11.299399404219303,7.7433319308603235,10.677840474617987,25.285725935984235,17.058255578855835,10.854374653552673
